Reg_Metropolitana;Sub_Região;Linha;Operadora;Fantasia;Situacao;Tarifa;Inicio_Situacao;Denominacao_A;Denominacao_B;Via;Servico;Modo;ExtensaoAB;ExtensaoBA;Tipo_Veiculo;Frota_Excl_Du;Frota_Tot_Du;Frota_Excl_SA;Frota_Tot_SA;Frota_Excl_DF;Frota_Tot_DF;Viagem_DU_Ida;Viagem_DU_Volta;Viagem_SA_Ida;Viagem_SA_Volta;Viagem_DO_Ida;Viagem_DO_Volta;Tempo_Ciclo;Tempo_Ciclo_ida;Tempo_Ciclo_volta
RMSP;ÁREA 1             ;001;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"4,4";14/03/2020;ITAPECERICA DA SERRA (PARQUE PARAISO);SAO PAULO (METRO CAPAO REDONDO);;COMUM               ;RADIAL;"14,922";"16,029";ÔNIBUS URBANO;20;20;10;10;6;6;153;169;96;96;66;66;120;55;55
RMSP;ÁREA 1             ;002;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"4,4";26/01/2020;EMBU DAS ARTES (ENGENHO VELHO);SAO PAULO (METRO CAPAO REDONDO);ITAPECERICA DA SERRA (JOAO MANDU);COMUM               ;RADIAL;"22,612";"22,73";ÔNIBUS URBANO;3;3;2;2;0;0;24;24;16;16;0;0;150;65;75
RMSP;ÁREA 1             ;012;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,05";26/01/2020;EMBU-GUACU (CIPO);SAO PAULO (TERMINAL GRAJAU);;COMUM               ;RADIAL;"23,288";"25,258";ONIBUS URB.PORTA ESQUERDA;6;6;3;3;2;2;34;34;24;24;14;14;120;55;55
RMSP;ÁREA 1             ;030;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"4,8";26/01/2020;JUQUITIBA (BARNABES);ITAPECERICA DA SERRA (VALO VELHO);SAO LOURENCO DA SERRA (CENTRO);COMUM               ;RADIAL;"71,037";"67,598";ÔNIBUS URBANO;20;20;18;18;14;14;80;81;72;73;61;61;250;120;120
RMSP;ÁREA 1             ;030BI1;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"4,8";26/01/2020;JUQUITIBA (BAIRRO DOS JUSTINOS);ITAPECERICA DA SERRA (VALO VELHO);SAO LOURENCO DA SERRA (CENTRO);COMUM               ;RADIAL;"60,095";"56,552";ÔNIBUS URBANO;0;4;0;4;0;0;5;4;5;4;0;0;250;120;120
RMSP;ÁREA 1             ;031;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"3,9";23/03/2020;EMBU-GUACU (CHACARA FLORIDA);ITAPECERICA DA SERRA (VALO VELHO);ITAPECERICA DA SERRA (CENTRO);COMUM               ;RADIAL;"26,296";"27,632";ÔNIBUS URBANO;3;3;3;3;0;0;22;23;22;23;0;0;150;70;70
RMSP;ÁREA 1             ;032;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,8";10/02/2020;ITAPECERICA DA SERRA (PARQUE PARAISO);SAO PAULO (PINHEIROS);;COMUM               ;RADIAL;"30,915";"32,735";ONIBUS URB.PORTA ESQUERDA;49;49;26;26;13;13;189;189;139;139;84;84;200;90;100
RMSP;ÁREA 1             ;032DV1;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,8";10/02/2020;ITAPECERICA DA SERRA (PARQUE PARAISO);SAO PAULO (PINHEIROS);EMBU DAS ARTES (CENTRO) - NOTURNO;COMUM               ;RADIAL;"34,625";"36,095";ONIBUS URB.PORTA ESQUERDA;0;6;0;8;0;4;4;4;5;5;4;4;170;80;80
RMSP;ÁREA 1             ;033;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,8";08/02/2020;EMBU DAS ARTES (ENGENHO VELHO);SAO PAULO (METRO MORUMBI);;COMUM               ;RADIAL;"20,071";"20,487";ONIBUS URB.PORTA ESQUERDA;10;10;7;7;4;4;75;75;58;58;36;36;150;70;75
RMSP;ÁREA 1             ;034;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"3,9";26/01/2020;ITAPECERICA DA SERRA (JARDIM SAO MARCOS);ITAPECERICA DA SERRA (JARDIM DAS OLIVEIRAS);SAO PAULO (PARQUE SANTA BARBARA);COMUM               ;RADIAL;"19,103";"20,865";ÔNIBUS URBANO;3;3;3;3;2;2;24;25;25;25;17;18;145;70;65
RMSP;ÁREA 1             ;035;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"6,8";26/01/2020;COTIA (MIRANTE DA MATA);SAO PAULO (METRO BUTANTA);;COMUM               ;RADIAL;"31,217";"31,657";ÔNIBUS URBANO;13;13;12;12;9;9;75;75;70;70;56;56;150;70;70
RMSP;ÁREA 1             ;036;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"7,8";26/01/2020;VARGEM GRANDE PAULISTA (JARDIM SAO MARCOS);SAO PAULO (METRO MORUMBI);;COMUM               ;RADIAL;"38,81";"36,63";ÔNIBUS URBANO;4;4;0;0;0;0;11;11;0;0;0;0;160;75;75
RMSP;ÁREA 1             ;036BI1;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,65";26/01/2020;EMBU DAS ARTES (JARDIM TOME);SAO PAULO (METRO MORUMBI);COTIA (RODOVIA RAPOSO TAVARES);COMUM               ;RADIAL;"18,57";"18,58";ÔNIBUS URBANO;1;3;0;0;0;0;3;2;0;0;0;0;110;50;50
RMSP;ÁREA 1             ;056;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,85";26/01/2020;EMBU DAS ARTES (CENTRO);SAO PAULO (METRO CAMPO LIMPO);SAO PAULO (ESTRADA DO CAMPO LIMPO);COMUM               ;RADIAL;"16,209";"19,897";ÔNIBUS URBANO;8;8;7;7;4;4;61;61;52;52;28;28;130;60;60
RMSP;ÁREA 1             ;068;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,15";26/05/2020;TABOAO DA SERRA (PARQUE LAGUNA);SAO PAULO (PINHEIROS);;COMUM               ;RADIAL;"18,42";"18,47";ÔNIBUS URBANO;2;2;1;1;0;0;20;20;10;10;0;0;130;60;60
RMSP;ÁREA 1             ;078;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,8";26/01/2020;EMBU DAS ARTES (PARQUE PIRAJUSSARA);SAO PAULO (PINHEIROS);;COMUM               ;RADIAL;"19,135";"21,006";ONIBUS URB.PORTA ESQUERDA;24;24;16;16;11;11;125;131;97;97;75;75;160;75;75
RMSP;ÁREA 1             ;079;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,65";26/01/2020;TABOAO DA SERRA (JARDIM SAO JUDAS TADEU);SAO PAULO (PINHEIROS);TABOAO DA SERRA (JARDIM SALETE);COMUM               ;CIRCULAR;"37,157";0;ÔNIBUS URBANO;10;10;5;5;4;4;66;0;40;0;34;0;160;155;0
RMSP;ÁREA 1             ;089;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,65";26/01/2020;TABOAO DA SERRA (JARDIM SAO JUDAS TADEU);SAO PAULO (METRO BUTANTA);;COMUM               ;RADIAL;"16,8";"17,7";ONIBUS URB.PORTA ESQUERDA;10;10;6;6;3;3;66;68;44;44;25;25;155;70;75
RMSP;ÁREA 1             ;090;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,65";26/01/2020;EMBU DAS ARTES (TERMINAL CASA BRANCA);SAO PAULO (PINHEIROS);;COMUM               ;RADIAL;"18,672";"20,1";ONIBUS URB.PORTA ESQUERDA;21;21;12;12;7;7;102;111;91;91;53;53;170;75;85
RMSP;ÁREA 1             ;091;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"4,8";26/01/2020;SAO LOURENCO DA SERRA (VILA RITA SOARES);ITAPECERICA DA SERRA (PARQUE PARAISO);;COMUM               ;RADIAL;"30,67";"30,884";ÔNIBUS URBANO;3;3;0;0;0;0;12;9;0;0;0;0;140;70;60
RMSP;ÁREA 1             ;124;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,15";26/01/2020;EMBU DAS ARTES (JARDIM SANTO EDUARDO);SAO PAULO (METRO MORUMBI);SAO PAULO (ESTRADA DO CAMPO LIMPO);COMUM               ;RADIAL;"16,5";"16,63";ONIBUS URB.PORTA ESQUERDA;8;8;5;5;3;3;60;60;40;40;27;27;140;65;65
RMSP;ÁREA 1             ;125;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,7";15/02/2020;EMBU DAS ARTES (JARDIM SAO MARCOS);SAO PAULO (PINHEIROS);;COMUM               ;RADIAL;"22,002";"18,528";ÔNIBUS URBANO;16;16;8;8;6;6;74;79;52;52;38;38;155;75;70
RMSP;ÁREA 1             ;125BI1;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,55";15/02/2020;EMBU DAS ARTES (JARDIM NOSSA SENHORA DE FATIMA);SAO PAULO (PINHEIROS);EMBU DAS ARTES (JARDIM PEREQUE);COMUM               ;RADIAL;"22,077";"19,176";ÔNIBUS URBANO;5;5;3;3;2;2;30;30;18;18;14;14;170;80;80
RMSP;ÁREA 1             ;128;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,65";26/01/2020;EMBU DAS ARTES (JARDIM DO COLEGIO);SAO PAULO (METRO MORUMBI);EMBU DAS ARTES (JARDIM SANTA EMILIA);COMUM               ;RADIAL;"17,54";"17,7";ONIBUS URB.PORTA ESQUERDA;3;3;2;2;2;2;24;24;17;17;16;16;150;70;70
RMSP;ÁREA 1             ;178;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,15";01/02/2020;EMBU DAS ARTES (JARDIM VAZAME);SAO PAULO (METRO CAMPO LIMPO);;COMUM               ;RADIAL;"10,88";"11,33";ÔNIBUS URBANO;27;27;15;15;12;12;174;167;118;113;95;98;130;60;60
RMSP;ÁREA 1             ;178BI1;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,15";01/02/2020;EMBU DAS ARTES (JARDIM NOSSA SENHORA DE FATIMA);SAO PAULO (METRO CAMPO LIMPO);;COMUM               ;RADIAL;"8,99";"8,88";ÔNIBUS URBANO;6;6;4;4;2;2;54;57;37;38;26;26;100;45;45
RMSP;ÁREA 1             ;190;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,65";22/05/2020;TABOAO DA SERRA (JARDIM SAO JUDAS TADEU);SAO PAULO (METRO BUTANTA);EMBU DAS ARTES (JARDIM PIRAJUSSARA);COMUM               ;RADIAL;"18,42";"18,8";ONIBUS URB.PORTA ESQUERDA;2;2;2;2;2;2;16;16;16;16;16;16;130;60;60
RMSP;ÁREA 1             ;191;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,15";26/01/2020;TABOAO DA SERRA (PARQUE PINHEIROS);SAO PAULO (METRO BUTANTA);;COMUM               ;RADIAL;"12,3";"14,5";ONIBUS URB.PORTA ESQUERDA;9;9;6;6;3;3;65;68;59;59;31;31;120;55;55
RMSP;ÁREA 1             ;193;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"4,4";26/01/2020;EMBU DAS ARTES (JARDIM SANTA TEREZA);SAO PAULO (METRO CAPAO REDONDO);;COMUM               ;RADIAL;"9,816";"9,586";ÔNIBUS URBANO;26;26;10;10;6;6;160;175;110;110;60;60;100;45;45
RMSP;ÁREA 1             ;213;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"6,7";26/01/2020;TABOAO DA SERRA (JARDIM SAO JUDAS TADEU);OSASCO (CENTRO);;COMUM               ;RADIAL;"24,132";"24,331";ÔNIBUS URBANO;16;16;7;7;6;6;60;60;36;36;29;29;210;100;100
RMSP;ÁREA 1             ;226;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,05";26/01/2020;EMBU-GUACU (CHACARA FLORIDA);SAO PAULO (TERMINAL GRAJAU);EMBU-GUACU (CIPO E GRANJINHA);COMUM               ;RADIAL;"33,514";"35,846";ONIBUS URB.PORTA ESQUERDA;11;11;8;8;5;5;66;66;48;48;32;32;210;90;110
RMSP;ÁREA 1             ;237;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"4,4";26/01/2020;ITAPECERICA DA SERRA (JARDIM SAO PEDRO);SAO PAULO (METRO CAPAO REDONDO);;COMUM               ;RADIAL;"10,083";"10,159";ÔNIBUS URBANO;6;6;3;3;2;2;48;48;36;36;24;24;105;45;50
RMSP;ÁREA 1             ;239;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"4,2";27/02/2020;ITAPECERICA DA SERRA (JARDIM SAO MARCOS);COTIA (TERMINAL METROPOLITANO COTIA);EMBU DAS ARTES (CENTRO);COMUM               ;RADIAL;"32,518";"32,687";ÔNIBUS URBANO;20;20;14;14;9;9;96;96;73;73;51;51;240;115;115
RMSP;ÁREA 1             ;241;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,15";26/01/2020;TABOAO DA SERRA (PARQUE JACARANDA);SAO PAULO (METRO MORUMBI);TABOAO DA SERRA (PARQUE MARABA);COMUM               ;RADIAL;"14,75";"14,82";ONIBUS URB.PORTA ESQUERDA;5;5;2;2;1;1;32;33;20;20;10;10;140;65;65
RMSP;ÁREA 1             ;245;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,15";01/02/2020;TABOAO DA SERRA (JARDIM SAO JUDAS TADEU);SAO PAULO (METRO CAMPO LIMPO);;COMUM               ;RADIAL;"9,36";"9,16";ÔNIBUS URBANO;14;14;7;7;5;5;94;111;69;71;50;52;110;50;50
RMSP;ÁREA 1             ;256;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,8";26/01/2020;COTIA (CAUCAIA DO ALTO);COTIA (PORTAO);VARGEM GRANDE PAULISTA (CENTRO);COMUM               ;RADIAL;"28,285";"29,713";ÔNIBUS URBANO;6;6;5;5;4;4;44;42;36;35;28;27;150;75;75
RMSP;ÁREA 1             ;272;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,65";22/02/2020;EMBU DAS ARTES (TERMINAL CASA BRANCA);SAO PAULO (METRO BUTANTA);SAO PAULO (ESTRADA DO CAMPO LIMPO);COMUM               ;CIRCULAR;"34,02";0;ÔNIBUS URBANO;2;2;1;1;0;0;16;0;8;0;0;0;130;125;0
RMSP;ÁREA 1             ;297;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"7,8";26/01/2020;COTIA (CAUCAIA DO ALTO);SAO PAULO (METRO MORUMBI);VARGEM GRANDE PAULISTA (TIJUCO PRETO);COMUM               ;RADIAL;"38,76";"40,19";ÔNIBUS URBANO;4;4;0;0;0;0;10;10;0;0;0;0;200;90;100
RMSP;ÁREA 1             ;300;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,65";26/01/2020;TABOAO DA SERRA (JARDIM SAO JUDAS TADEU);SAO PAULO (PINHEIROS);TABOAO DA SERRA (VILA INDIANA);COMUM               ;CIRCULAR;"37,057";0;ÔNIBUS URBANO;9;9;5;5;3;3;63;0;40;0;25;0;160;155;0
RMSP;ÁREA 1             ;308;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"13,35";26/01/2020;COTIA (ATALAIA);SAO PAULO (TERMINAL RODOVIARIO BARRA FUNDA);;SELETIVO            ;RADIAL;"39,992";"42,103";ÔNIBUS RODOVIÁRIO;20;20;6;6;4;4;48;48;23;23;22;22;270;140;120
RMSP;ÁREA 1             ;334;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"4,85";26/01/2020;COTIA (JARDIM DO ENGENHO);SAO PAULO (METRO MORUMBI);COTIA (JARDIM BARBACENA);COMUM               ;RADIAL;"18,35";"20,57";ÔNIBUS URBANO;5;5;4;4;3;3;39;39;26;26;19;19;140;75;55
RMSP;ÁREA 1             ;339;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"4,4";26/01/2020;ITAPECERICA DA SERRA (JARDIM VICTORIA);SAO PAULO (METRO CAPAO REDONDO);;COMUM               ;RADIAL;"8,853";"9,38";ÔNIBUS URBANO;6;6;4;4;2;2;56;56;47;47;24;24;100;45;45
RMSP;ÁREA 1             ;340;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"4,4";26/01/2020;ITAPECERICA DA SERRA (JARDIM SAO MARCOS);SAO PAULO (METRO CAPAO REDONDO);ITAPECERICA DA SERRA (JARDIM SAMPAIO);COMUM               ;RADIAL;"22,6";"22,11";ÔNIBUS URBANO;4;4;2;2;2;2;20;20;16;16;16;16;155;75;70
RMSP;ÁREA 1             ;343;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,15";26/01/2020;EMBU DAS ARTES (JARDIM DO COLEGIO);SAO PAULO (METRO CAMPO LIMPO);EMBU DAS ARTES (JARDIM VALO VERDE);COMUM               ;RADIAL;"11,64";"11,53";ÔNIBUS URBANO;15;15;7;7;4;4;72;91;63;63;40;40;120;55;55
RMSP;ÁREA 1             ;347;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"4,75";26/01/2020;EMBU DAS ARTES (PARQUE INDUSTRIAL);TABOAO DA SERRA (CENTRO);;COMUM               ;CIRCULAR;"30,605";0;ÔNIBUS URBANO;6;6;4;4;2;2;48;0;34;0;18;0;115;105;0
RMSP;ÁREA 1             ;351;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,65";26/01/2020;COTIA (CAUCAIA DO ALTO);COTIA (TERMINAL METROPOLITANO COTIA);VARGEM GRANDE PAULISTA (TIJUCO PRETO);COMUM               ;RADIAL;"19,338";"22,944";ÔNIBUS URBANO;8;8;7;7;6;6;52;50;51;48;42;39;120;55;55
RMSP;ÁREA 1             ;351BI1;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,65";26/01/2020;COTIA (CAUCAIA DO ALTO);COTIA (TERMINAL METROPOLITANO COTIA);COTIA (PEREIRAS) E VARGEM GRANDE PAULISTA (TIJUCO PRETO);COMUM               ;RADIAL;"21,102";"24,678";ÔNIBUS URBANO;2;2;1;1;1;1;7;7;6;5;5;4;130;60;60
RMSP;ÁREA 1             ;351PR1;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,65";26/01/2020;COTIA (JARDIM MONTE VERDE);COTIA (TERMINAL METROPOLITANO COTIA);COTIA (CAUCAIA DO ALTO) E VARGEM GRANDE PAULISTA (TIJUCO PRETO);COMUM               ;RADIAL;"22,194";"25,788";ÔNIBUS URBANO;0;4;0;3;0;2;4;6;3;4;2;3;130;60;60
RMSP;ÁREA 1             ;356;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,15";26/01/2020;TABOAO DA SERRA (C.S.U.);SAO PAULO (METRO MORUMBI);;COMUM               ;RADIAL;"10,6";"10,81";ONIBUS URB.PORTA ESQUERDA;2;2;2;2;0;0;20;20;16;16;0;0;115;50;55
RMSP;ÁREA 1             ;396;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"6,7";01/03/2020;COTIA (TERMINAL METROPOLITANO COTIA);SAO PAULO (PINHEIROS);;COMUM               ;RADIAL;"27,099";"27,397";ÔNIBUS URBANO;16;16;12;12;8;8;81;81;73;73;58;58;170;80;80
RMSP;ÁREA 1             ;412;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"10,2";26/01/2020;EMBU DAS ARTES (JARDIM SAO MARCOS);SAO PAULO (TERMINAL RODOVIARIO TIETE);;SELETIVO            ;RADIAL;"31,02";34;ÔNIBUS RODOVIÁRIO;22;22;9;9;5;5;65;65;32;32;20;20;300;140;150
RMSP;ÁREA 1             ;422;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"7,15";26/01/2020;ITAPEVI (VILA NOVA ESPERANCA);SAO PAULO (METRO BUTANTA);;COMUM               ;RADIAL;"34,057";"32,693";ÔNIBUS URBANO;19;19;11;11;7;7;73;73;67;67;44;44;215;115;90
RMSP;ÁREA 1             ;451;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"4,4";26/01/2020;ITAPECERICA DA SERRA (JARDIM BRANCA FLOR);SAO PAULO (METRO CAPAO REDONDO);;COMUM               ;RADIAL;"9,055";"9,25";ÔNIBUS URBANO;6;6;3;3;2;2;45;42;36;36;24;24;80;35;35
RMSP;ÁREA 1             ;459;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"6,15";26/01/2020;EMBU DAS ARTES (TERMINAL CASA BRANCA);SAO PAULO (ITAIM BIBI);;COMUM               ;CIRCULAR;"45,052";0;ONIBUS URB.PORTA ESQUERDA;23;23;9;9;5;5;105;0;51;0;37;0;195;190;0
RMSP;ÁREA 1             ;484;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"4,4";03/10/2020;EMBU DAS ARTES (JARDIM BATISTA);SAO PAULO (METRO CAPAO REDONDO);;COMUM               ;RADIAL;"9,96";"9,82";ÔNIBUS URBANO;12;12;7;7;4;4;99;89;84;84;52;52;105;45;50
RMSP;ÁREA 1             ;488;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"6,55";22/03/2020;CARAPICUIBA (VILA MENCK);SAO PAULO (PINHEIROS);COTIA (GRANJA VIANA);COMUM               ;RADIAL;"29,557";"25,155";ÔNIBUS URBANO;12;12;6;6;4;4;46;42;30;29;27;27;200;95;95
RMSP;ÁREA 1             ;490;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,15";26/01/2020;TABOAO DA SERRA (JARDIM MONTE ALEGRE);OSASCO (CENTRO);;COMUM               ;RADIAL;"13,009";"13,167";ÔNIBUS URBANO;6;6;3;3;0;0;49;49;25;25;0;0;90;40;40
RMSP;ÁREA 1             ;503;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,65";19/09/2020;COTIA (CAUCAIA DO ALTO);COTIA (PORTAO);VARGEM GRANDE PAULISTA (TIJUCO PRETO);COMUM               ;RADIAL;"20,44";"24,63";ÔNIBUS URBANO;5;5;4;4;4;4;53;53;41;40;41;40;110;50;50
RMSP;ÁREA 1             ;506;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,65";26/01/2020;COTIA (JARDIM SANDRA);SAO PAULO (CARREFOUR);;COMUM               ;RADIAL;"23,92";"29,052";ÔNIBUS URBANO;5;5;3;3;0;0;15;13;13;13;0;0;150;70;70
RMSP;ÁREA 1             ;507;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,65";26/01/2020;VARGEM GRANDE PAULISTA (JARDIM SAO MARCOS);COTIA (PORTAO);;COMUM               ;RADIAL;"22,16";"20,84";ÔNIBUS URBANO;3;3;2;2;2;2;27;27;19;19;19;19;130;60;60
RMSP;ÁREA 1             ;508;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,65";26/01/2020;COTIA (JARDIM JAPAO);COTIA (PORTAO);VARGEM GRANDE PAULISTA (CENTRO);COMUM               ;RADIAL;"26,37";"28,04";ÔNIBUS URBANO;6;6;4;4;3;3;42;38;32;32;25;24;155;75;70
RMSP;ÁREA 1             ;509;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"4,95";26/01/2020;VARGEM GRANDE PAULISTA (PARQUE DO AGRESTE);COTIA (TERMINAL METROPOLITANO COTIA);;COMUM               ;RADIAL;"13,2";"16,545";ÔNIBUS URBANO;2;2;1;1;1;1;15;14;10;9;10;9;90;40;40
RMSP;ÁREA 1             ;510;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,15";26/01/2020;EMBU DAS ARTES (JARDIM VAZAME);SAO PAULO (PINHEIROS);;COMUM               ;RADIAL;"19,166";"17,992";ONIBUS URB.PORTA ESQUERDA;12;12;7;7;4;4;70;70;50;50;32;32;160;80;70
RMSP;ÁREA 1             ;511;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,8";26/01/2020;EMBU DAS ARTES (JARDIM SANTO ANTONIO);SAO PAULO (METRO MORUMBI);;COMUM               ;RADIAL;"21,23";"22,49";ONIBUS URB.PORTA ESQUERDA;3;3;2;2;2;2;24;24;18;18;18;18;120;55;55
RMSP;ÁREA 1             ;513;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"4,4";28/02/2020;ITAPECERICA DA SERRA (JARDIM DAS OLIVEIRAS);SAO PAULO (METRO CAPAO REDONDO);ITAPECERICA DA SERRA ( JARDIM JACIRA);COMUM               ;RADIAL;"17,601";"17,791";ÔNIBUS URBANO;25;25;10;8;6;6;114;112;80;80;51;51;150;70;70
RMSP;ÁREA 1             ;531;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"4,4";21/03/2020;ITAPECERICA DA SERRA (RECREIO PRIMAVERA);SAO PAULO (METRO CAPAO REDONDO);ITAPECERICA DA SERRA (JARDIM IDEMORI);COMUM               ;RADIAL;"11,77";"11,566";ÔNIBUS URBANO;6;6;4;4;3;3;42;51;44;44;33;33;115;50;55
RMSP;ÁREA 1             ;543;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"5,15";26/01/2020;COTIA (JARDIM SANTA ISABEL);SAO PAULO (METRO MORUMBI);;COMUM               ;RADIAL;"12,46";"11,25";ÔNIBUS URBANO;2;2;1;1;1;1;15;16;13;13;13;13;110;50;50
RMSP;ÁREA 1             ;551;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"4,4";26/01/2020;EMBU DAS ARTES (JARDIM MIMAS);SAO PAULO (METRO CAPAO REDONDO);SAO PAULO (AVENIDA CARLOS LACERDA);COMUM               ;RADIAL;"17,114";"17,905";ÔNIBUS URBANO;6;6;5;5;3;3;49;48;40;40;24;24;140;65;65
RMSP;ÁREA 1             ;551VP1;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"4,4";26/01/2020;EMBU DAS ARTES (JARDIM SANTA TEREZA);SAO PAULO (METRO CAPAO REDONDO);SAO PAULO (AVENIDA CARLOS LACERDA);COMUM               ;RADIAL;"6,29";"6,53";ÔNIBUS URBANO;5;5;0;0;0;0;15;15;0;0;0;0;70;30;30
RMSP;ÁREA 1             ;558;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"4,4";26/01/2020;EMBU-GUACU (CHACARA FLORIDA);SAO PAULO (METRO CAPAO REDONDO);EMBU-GUACU (FILIPINHO);COMUM               ;RADIAL;"29,98";"29,41";ÔNIBUS URBANO;11;11;7;7;6;6;57;57;32;32;26;26;200;95;95
RMSP;ÁREA 1             ;563;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"4,4";26/01/2020;EMBU-GUACU (VILA LOURO);SAO PAULO (METRO CAPAO REDONDO);EMBU-GUACU (VALFLOR);COMUM               ;RADIAL;"26,822";"25,904";ÔNIBUS URBANO;9;9;7;7;6;6;49;49;31;31;25;25;200;95;95
RMSP;ÁREA 1             ;569;CONSÓRCIO INTERVIAS;INTERVIAS;EM OPERACAO;"13,35";26/01/2020;COTIA (ATALAIA);SAO PAULO (SHOPPING MORUMBI);;SELETIVO            ;RADIAL;"40,741";"42,625";ÔNIBUS RODOVIÁRIO;2;3;0;0;0;0;3;3;0;0;0;0;240;115;115
