Reg_Metropolitana;Sub_Região;Linha;Operadora;Fantasia;Situacao;Tarifa;Inicio_Situacao;Denominacao_A;Denominacao_B;Via;Servico;Modo;ExtensaoAB;ExtensaoBA;Tipo_Veiculo;Frota_Excl_Du;Frota_Tot_Du;Frota_Excl_SA;Frota_Tot_SA;Frota_Excl_DF;Frota_Tot_DF;Viagem_DU_Ida;Viagem_DU_Volta;Viagem_SA_Ida;Viagem_SA_Volta;Viagem_DO_Ida;Viagem_DO_Volta;Tempo_Ciclo;Tempo_Ciclo_ida;Tempo_Ciclo_volta
RMSP;ÁREA 3             ;552;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"6,8";21/08/2020;GUARULHOS (PARQUE SANTOS DUMONT);SAO PAULO (METRO ARMENIA);GUARULHOS (TERMINAIS METROPOLITANOS TABOAO E  CECAP);COMUM               ;RADIAL;"30,857";"33,414";ONIBUS URB.PORTA ESQUERDA;25;25;12;12;9;9;122;100;72;72;48;48;185;85;90
RMSP;ÁREA 3             ;555;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"6,25";26/01/2020;GUARULHOS (COCAIA);SAO PAULO (METRO ARMENIA);GUARULHOS (JARDIM ITAPOA / JARDIM ADRIANA);COMUM               ;RADIAL;"27,326";"26,67";MIDIÔNIBUS;1;2;1;2;0;2;9;9;8;8;12;12;167;80;77
RMSP;ÁREA 3             ;555;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"6,25";26/01/2020;GUARULHOS (COCAIA);SAO PAULO (METRO ARMENIA);GUARULHOS (JARDIM ITAPOA / JARDIM ADRIANA);COMUM               ;RADIAL;"27,326";"26,67";ÔNIBUS URBANO;12;13;3;3;4;4;62;62;29;29;20;20;167;80;77
RMSP;ÁREA 3             ;566;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"11,65";26/01/2020;MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA);SAO PAULO (TERMINAL RODOVIARIO TIETE);SAO PAULO (RUA CHICO PONTES);SELETIVO            ;RADIAL;"36,891";"35,916";ÔNIBUS RODOVIÁRIO;0;6;0;5;0;3;18;27;20;19;8;8;130;60;60
RMSP;ÁREA 3             ;568;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"7,8";26/01/2020;ARUJA (VILA PEDROSO);SAO PAULO (METRO ARMENIA);;COMUM               ;RADIAL;"38,752";"37,99";ÔNIBUS URBANO;2;2;0;0;0;0;4;4;0;0;0;0;145;65;70
RMSP;ÁREA 3             ;573;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"5,4";15/02/2020;GUARULHOS (PARQUE CONTINENTAL II);SAO PAULO (METRO CARRAO);;COMUM               ;RADIAL;"17,496";"18,637";MIDIÔNIBUS;2;2;1;1;1;1;10;11;6;6;7;7;175;85;80
RMSP;ÁREA 3             ;573;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"5,4";15/02/2020;GUARULHOS (PARQUE CONTINENTAL II);SAO PAULO (METRO CARRAO);;COMUM               ;RADIAL;"17,496";"18,637";ÔNIBUS URBANO;3;3;3;3;2;2;17;17;17;18;11;12;175;85;80
RMSP;ÁREA 3             ;574;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"6,8";26/01/2020;GUARULHOS (JARDIM CUMBICA);SAO PAULO (METRO CARRAO);RODOVIA AYRTON SENNA;COMUM               ;RADIAL;"33,952";"32,114";ÔNIBUS URBANO;2;2;0;0;0;0;2;2;0;0;0;0;150;70;70
RMSP;ÁREA 3             ;578;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"5,4";21/08/2020;GUARULHOS (VILA MOREIRA);SAO PAULO (METRO ARMENIA);RODOVIA PRESIDENTE DUTRA;COMUM               ;RADIAL;"19,028";"19,282";MIDIÔNIBUS;6;6;6;6;5;5;37;33;55;55;45;45;140;60;70
RMSP;ÁREA 3             ;578;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"5,4";21/08/2020;GUARULHOS (VILA MOREIRA);SAO PAULO (METRO ARMENIA);RODOVIA PRESIDENTE DUTRA;COMUM               ;RADIAL;"19,028";"19,282";ÔNIBUS URBANO;7;7;0;0;0;0;51;48;0;0;0;0;140;60;70
RMSP;ÁREA 3             ;580;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"7,55";08/02/2020;GUARULHOS (CIDADE SOBERANA);SAO PAULO (METRO ARMENIA);GUARULHOS (JARDIM LENIZE);COMUM               ;RADIAL;"36,586";"36,202";MIDIÔNIBUS;7;7;5;5;4;4;28;28;24;24;22;22;250;110;130
RMSP;ÁREA 3             ;580;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"7,55";08/02/2020;GUARULHOS (CIDADE SOBERANA);SAO PAULO (METRO ARMENIA);GUARULHOS (JARDIM LENIZE);COMUM               ;RADIAL;"36,586";"36,202";ÔNIBUS URBANO;11;11;5;5;3;3;44;44;28;28;18;18;250;110;130
RMSP;ÁREA 3             ;584;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"6,05";26/01/2020;GUARULHOS (PARQUE PRIMAVERA);SAO PAULO (METRO CARRAO);;COMUM               ;RADIAL;"23,562";"23,077";ONIBUS URB.PORTA ESQUERDA;6;9;3;3;3;3;31;31;18;18;18;18;200;100;90
RMSP;ÁREA 3             ;585;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"6,25";26/01/2020;GUARULHOS (COCAIA);SAO PAULO (METRO ARMENIA);GUARULHOS (JARDIM SAO JOAO BATISTA E JARDIM ADRIANA II);COMUM               ;RADIAL;"28,776";"26,28";MIDIÔNIBUS;1;1;0;0;0;0;2;2;0;0;0;0;195;85;100
RMSP;ÁREA 3             ;585;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"6,25";26/01/2020;GUARULHOS (COCAIA);SAO PAULO (METRO ARMENIA);GUARULHOS (JARDIM SAO JOAO BATISTA E JARDIM ADRIANA II);COMUM               ;RADIAL;"28,776";"26,28";ÔNIBUS URBANO;3;5;2;2;0;0;19;19;4;4;0;0;195;85;100
RMSP;ÁREA 3             ;588;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"7,55";26/01/2020;GUARULHOS (VILA ANY);SAO PAULO (METRO ARMENIA);RODOVIA AYRTON SENNA;COMUM               ;RADIAL;"39,57";"36,75";ÔNIBUS URBANO;0;13;0;5;0;0;17;30;5;9;0;0;130;65;65
RMSP;ÁREA 3             ;591;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"5,4";01/02/2020;GUARULHOS (JARDIM PARAISO);SAO PAULO (METRO PENHA);RODOVIA PRESIDENTE DUTRA;COMUM               ;RADIAL;"18,792";"19,12";ONIBUS URB.PORTA ESQUERDA;5;5;4;4;0;0;27;23;24;24;0;0;135;65;60
RMSP;ÁREA 3             ;591DV1;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"5,4";01/02/2020;GUARULHOS (JARDIM PARAISO);SAO PAULO (METRO PENHA);ETEC TIQUATIRA;COMUM               ;RADIAL;0;"22,52";ONIBUS URB.PORTA ESQUERDA;0;1;0;0;0;0;0;4;0;0;0;0;70;0;70
RMSP;ÁREA 3             ;593;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"7,55";26/01/2020;GUARULHOS (HAROLDO VELOSO);SAO PAULO (METRO BRAS);GUARULHOS (CIDADE JARDIM CUMBICA);COMUM               ;RADIAL;"36,768";"38,412";MIDIÔNIBUS;1;5;0;4;0;0;5;5;4;4;0;0;258;125;123
RMSP;ÁREA 3             ;596;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"5,1";26/01/2020;GUARULHOS (VILA ANY);SAO PAULO (ESTACAO CPTM SAO MIGUEL PAULISTA);;COMUM               ;CIRCULAR;"22,498";0;MIDIÔNIBUS;5;5;5;5;3;3;57;0;55;0;36;0;80;70;0
RMSP;ÁREA 3             ;596;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"5,1";26/01/2020;GUARULHOS (VILA ANY);SAO PAULO (ESTACAO CPTM SAO MIGUEL PAULISTA);;COMUM               ;CIRCULAR;"22,498";0;ÔNIBUS URBANO;0;1;0;0;0;0;9;0;0;0;0;0;80;70;0
RMSP;ÁREA 3             ;597;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"6,8";26/01/2020;GUARULHOS (VILA ANY);SAO PAULO (METRO BRAS);RODOVIA AYRTON SENNA;COMUM               ;RADIAL;"35,336";"33,786";ÔNIBUS URBANO;3;3;0;0;0;0;3;2;0;0;0;0;210;100;100
RMSP;ÁREA 3             ;598;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"7,05";26/01/2020;ARUJA (MIRANTE);GUARULHOS (JARDIM SANTA MENA);;COMUM               ;RADIAL;"31,725";"32,389";ÔNIBUS URBANO;2;3;2;2;1;1;10;11;5;5;4;4;150;70;70
RMSP;ÁREA 3             ;802;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"5,9";21/08/2020;GUARULHOS (TERMINAL METROPOLITANO TABOAO);SAO PAULO (METRO TUCURUVI);GUARULHOS (TERMINAIS METROPOLITANOS CECAP E VILA GALVAO);COMUM               ;RADIAL;"21,03";"20,378";ONIBUS URB.PORTA ESQUERDA;9;9;6;6;3;3;54;54;48;48;21;21;135;60;65
RMSP;ÁREA 3             ;807;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"7,8";26/01/2020;ARUJA (PARQUE RODRIGO BARRETO);SAO PAULO (METRO ARMENIA);PISTA EXPRESSA DA RODOVIA PRESIDENTE DUTRA - BR 116;COMUM               ;RADIAL;"40,699";"39,798";ÔNIBUS URBANO;3;4;0;0;0;0;5;7;0;0;0;0;130;60;60
RMSP;ÁREA 3             ;810;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"5,4";26/01/2020;SANTA ISABEL (JARDIM ELDORADO);ARUJA (CENTRO);;COMUM               ;RADIAL;"18,546";"20,718";MIDIÔNIBUS;3;3;2;2;1;1;38;36;28;26;13;12;90;40;40
RMSP;ÁREA 3             ;816;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"7,8";26/01/2020;ARUJA (CENTRO);SAO PAULO (METRO ARMENIA);PISTA EXPRESSA DA RODOVIA PRESIDENTE DUTRA BR-116;COMUM               ;RADIAL;"39,158";"38,456";ÔNIBUS URBANO;3;3;0;0;0;0;3;3;0;0;0;0;130;60;60
RMSP;ÁREA 3             ;820;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"8,55";14/09/2020;SANTA ISABEL (JARDIM ELDORADO);SAO PAULO (METRO ARMENIA);PISTA EXPRESSA DA ROD. PRES. DUTRA BR-116;COMUM               ;RADIAL;"64,274";"63,252";MIDIÔNIBUS;5;6;0;0;0;0;5;3;0;0;0;0;190;90;90
RMSP;ÁREA 3             ;820;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"8,55";14/09/2020;SANTA ISABEL (JARDIM ELDORADO);SAO PAULO (METRO ARMENIA);PISTA EXPRESSA DA ROD. PRES. DUTRA BR-116;COMUM               ;RADIAL;"64,274";"63,252";ÔNIBUS URBANO;0;3;0;0;0;0;2;3;0;0;0;0;190;90;90
RMSP;ÁREA 3             ;822;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"6,45";26/01/2020;MAIRIPORA (TERMINAL RODOVIARIO SIGUEMI AIACYDA);SAO PAULO (METRO PARADA INGLESA);;COMUM               ;RADIAL;"26,83";"27,386";ÔNIBUS URBANO;2;4;2;2;0;0;16;16;14;14;0;0;120;55;55
RMSP;ÁREA 3             ;825;CONSÓRCIO INTERNORTE DE TRANSPORTES;INTERNORTE;EM OPERACAO;"6,25";26/01/2020;SAO PAULO (SAO MIGUEL PAULISTA);GUARULHOS (CENTRO);TERMINAL METROPOLITANO CECAP;COMUM               ;CIRCULAR;"55,013";0;ONIBUS URB.PORTA ESQUERDA;9;9;5;5;3;3;54;0;33;0;26;0;180;170;0
RMSP;ÁREA 4             ;025;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"5,35";26/01/2020;SUZANO (CIDADE EDSON);MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES);;COMUM               ;RADIAL;"18,989";"20,425";ÔNIBUS URBANO;10;10;5;5;3;3;62;61;31;31;24;24;170;80;80
RMSP;ÁREA 4             ;038;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"7,6";26/01/2020;MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES);SAO PAULO (METRO ARMENIA);RODOVIA PRESIDENTE DUTRA;COMUM               ;RADIAL;"65,008";"63,777";ÔNIBUS URBANO;13;13;7;7;3;3;37;37;20;20;11;11;380;190;180
RMSP;ÁREA 4             ;039;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"5,35";26/01/2020;SUZANO (CIDADE EDSON);MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES);SUZANO (SANTA CASA);COMUM               ;RADIAL;"17,53";"18,172";ÔNIBUS URBANO;2;2;0;0;0;0;11;10;0;0;0;0;120;55;55
RMSP;ÁREA 4             ;075;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"5,35";26/01/2020;ARUJA (PARQUE RODRIGO BARRETO);SAO PAULO (SAO MIGUEL PAULISTA);ITAQUAQUECETUBA;COMUM               ;RADIAL;"28,17";"28,25";ÔNIBUS URBANO;14;14;8;8;5;5;66;70;44;44;32;33;150;75;65
RMSP;ÁREA 4             ;076;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"5,35";21/03/2020;ITAQUAQUECETUBA (TERMINAL URBANO ENGENHEIRO MANOEL FEIO);SAO PAULO (METRO BRAS);;COMUM               ;RADIAL;"34,36";"32,236";ÔNIBUS URBANO;1;1;0;0;0;0;2;2;0;0;0;0;240;120;110
RMSP;ÁREA 4             ;088;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"5,35";28/03/2020;POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL);SAO PAULO (ESTACAO CPTM  ITAIM PAULISTA);FERRAZ DE VASCONCELOS;COMUM               ;RADIAL;"21,708";"20,684";ÔNIBUS URBANO;8;8;5;5;3;3;49;49;32;32;16;16;170;80;80
RMSP;ÁREA 4             ;114;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"6,4";26/01/2020;FERRAZ DE VASCONCELOS (PARQUE SAO FRANCISCO);MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES);;COMUM               ;RADIAL;"27,328";"28,008";ÔNIBUS URBANO;13;13;7;7;5;5;73;73;43;43;31;31;170;85;75
RMSP;ÁREA 4             ;141;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"8,6";08/02/2020;SANTA ISABEL (MONTE SERRAT);MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES);SANTA ISABEL (CENTRO) E ITAQUAQUECETUBA;COMUM               ;RADIAL;"59,708";"59,436";ÔNIBUS URBANO;8;8;5;5;4;4;24;23;15;14;13;12;310;150;150
RMSP;ÁREA 4             ;145;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"5,35";26/01/2020;SUZANO (CIDADE EDSON);SAO PAULO (ESTACAO CPTM ITAIM PAULISTA);;COMUM               ;RADIAL;"23,442";"22,755";ÔNIBUS URBANO;9;9;6;6;5;5;53;54;44;44;37;37;160;75;75
RMSP;ÁREA 4             ;200;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"20,7";26/01/2020;MOGI DAS CRUZES (TERMINAL RODOVIARIO GERALDO SCAVONE);SAO PAULO (TERMINAL RODOVIARIO TIETE);ARUJA;SELETIVO            ;RADIAL;"61,65";"65,474";ÔNIBUS RODOVIÁRIO;2;2;0;0;0;0;4;4;0;0;0;0;170;80;80
RMSP;ÁREA 4             ;201;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"20,2";26/01/2020;MOGI DAS CRUZES (TERMINAL RODOVIARIO GERALDO SCAVONE);SAO PAULO (TERMINAL RODOVIARIO TIETE);;SELETIVO            ;RADIAL;"58,88";"59,494";ÔNIBUS RODOVIÁRIO;11;11;5;5;5;5;31;32;20;20;18;18;190;90;90
RMSP;ÁREA 4             ;206;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"24,25";26/01/2020;GUARAREMA (CENTRO);SAO PAULO (TERMINAL RODOVIARIO TIETE);;SELETIVO            ;RADIAL;"82,185";"83,061";ÔNIBUS RODOVIÁRIO;1;1;1;1;1;1;2;2;2;2;2;2;230;110;110
RMSP;ÁREA 4             ;208;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"5,35";26/01/2020;GUARAREMA (TERMINAL RODOVIARIO DE GUARAREMA);MOGI DAS CRUZES (TERMINAL RODOVIARIO GERALDO SCAVONE);;COMUM               ;RADIAL;"28,42";"28,448";ÔNIBUS URBANO;2;2;0;0;0;0;10;10;0;0;0;0;100;45;45
RMSP;ÁREA 4             ;210;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"6,4";26/01/2020;BIRITIBA MIRIM (CASA GRANDE);MOGI DAS CRUZES (CENTRO);BIRITIBA MIRIM (JARDIM YONEDA);COMUM               ;RADIAL;"26,079";"28,924";ÔNIBUS URBANO;1;1;1;1;0;0;3;3;3;3;0;0;110;45;55
RMSP;ÁREA 4             ;214;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"16,1";22/02/2020;SUZANO (CENTRO);SAO PAULO (TERMINAL RODOVIARIO TIETE);ITAQUAQUECETUBA;SELETIVO            ;RADIAL;"48,132";"47,856";ÔNIBUS RODOVIÁRIO;10;17;7;7;8;8;36;38;28;28;24;23;190;90;90
RMSP;ÁREA 4             ;214VP1;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"14,55";22/02/2020;ITAQUAQUECETUBA (RANCHO GRANDE);SAO PAULO (TERMINAL RODOVIARIO TIETE);;SELETIVO            ;RADIAL;"42,162";0;ÔNIBUS RODOVIÁRIO;7;7;0;0;0;0;7;0;0;0;0;0;75;70;0
RMSP;ÁREA 4             ;242;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"5,35";26/01/2020;ITAQUAQUECETUBA (JARDIM PINHEIRINHO);SAO PAULO (METRO CARRAO);;COMUM               ;RADIAL;"34,822";"34,694";ÔNIBUS URBANO;8;8;7;7;5;5;33;33;30;30;27;27;230;110;110
RMSP;ÁREA 4             ;242BI1;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;7;26/01/2020;ITAQUAQUECETUBA (PEQUENO CORACAO);SAO PAULO (METRO CARRAO);;COMUM               ;RADIAL;"31,674";"32,702";ÔNIBUS URBANO;0;1;0;0;0;0;1;1;0;0;0;0;200;90;100
RMSP;ÁREA 4             ;269;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"5,35";15/02/2020;POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL);SAO PAULO (METRO CORINTHIANS-ITAQUERA);;COMUM               ;CIRCULAR;"39,69";0;ÔNIBUS URBANO;5;5;4;4;2;2;33;0;23;0;14;0;150;140;0
RMSP;ÁREA 4             ;273;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"6,4";18/07/2020;SUZANO (CENTRO);ARUJA (PARQUE RODRIGO BARRETO);ITAQUAQUECETUBA (PINHEIRINHO);COMUM               ;RADIAL;"24,413";"25,861";ÔNIBUS URBANO;8;8;5;5;4;4;47;50;36;38;29;31;170;80;80
RMSP;ÁREA 4             ;277;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"8,6";08/02/2020;SANTA ISABEL (MONTE SERRAT);MOGI DAS CRUZES (ESTACAO CPTM ESTUDANTES);SANTA ISABEL (CENTRO) E POA (CALMON VIANA);COMUM               ;RADIAL;"60,578";"59,203";ÔNIBUS URBANO;8;8;5;5;4;4;23;25;14;15;12;13;340;165;165
RMSP;ÁREA 4             ;293;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"4,85";26/01/2020;POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL);SAO PAULO (ESTACAO CPTM GUAIANAZES);;COMUM               ;RADIAL;"13,062";"11,434";ÔNIBUS URBANO;7;7;5;5;4;4;68;68;54;54;40;40;100;45;45
RMSP;ÁREA 4             ;302;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"5,35";26/01/2020;ITAQUAQUECETUBA (TERMINAL URBANO ENGENHEIRO MANOEL FEIO);ITAQUAQUECETUBA (JARDIM PINHEIRINHO);ITAQUAQUECETUBA (JD. NOSSA SENHORA DAS GRACAS) E ARUJA;COMUM               ;RADIAL;"26,676";"27,606";ÔNIBUS URBANO;1;1;0;0;0;0;2;2;0;0;0;0;150;70;70
RMSP;ÁREA 4             ;311;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"7,9";26/01/2020;SALESOPOLIS (TREVO DA PETROBRAS);MOGI DAS CRUZES (CENTRO);BIRITIBA MIRIM (ROD PROF ALFREDO ROLIM DE MOURA-SP88);COMUM               ;RADIAL;"49,4";"49,008";ÔNIBUS URBANO;14;14;7;7;4;4;63;54;35;32;25;24;190;90;90
RMSP;ÁREA 4             ;311DV1;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"7,9";26/01/2020;SALESOPOLIS (TREVO DA PETROBRAS);MOGI DAS CRUZES (CENTRO);SALESOPOLIS (BRAGANCA);COMUM               ;RADIAL;"52,05";"51,658";ÔNIBUS URBANO;0;3;0;2;0;1;8;7;5;4;4;4;200;95;95
RMSP;ÁREA 4             ;315;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"4,85";26/01/2020;POA (TERMINAL RODOVIARIO AYRTON SENNA DA SILVA);SAO PAULO (ESTACAO CPTM ITAIM PAULISTA);POA (VILA SANTA HELENA);COMUM               ;RADIAL;"12,516";"12,082";ÔNIBUS URBANO;4;4;3;3;2;2;43;43;26;25;17;16;100;45;45
RMSP;ÁREA 4             ;318;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"6,25";26/01/2020;POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL);GUARULHOS (TERMINAL METROPOLITANO CECAP);;COMUM               ;RADIAL;"26,188";"27,224";ÔNIBUS URBANO;1;1;0;0;0;0;1;1;0;0;0;0;170;80;80
RMSP;ÁREA 4             ;327;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"5,35";08/02/2020;POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL);SAO PAULO (METRO CORINTHIANS-ITAQUERA);FERRAZ DE VASCONCELOS (JARDIM TRIANGULO);COMUM               ;RADIAL;"19,306";"19,434";ÔNIBUS URBANO;3;3;2;2;0;0;21;21;12;12;0;0;130;60;60
RMSP;ÁREA 4             ;332;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"4,5";18/07/2020;ITAQUAQUECETUBA (JARDIM ADRIANE);SUZANO (VILA SOL NASCENTE);ITAQUAQUECETUBA (RESIDENCIAL MARENGO);COMUM               ;RADIAL;"17,938";"15,206";ÔNIBUS URBANO;6;6;4;4;3;3;49;48;41;40;32;31;120;55;55
RMSP;ÁREA 4             ;335;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"5,35";01/02/2020;POA (TERMINAL RODOVIARIO PEDRO FAVA - CIDADE KEMEL);ITAQUAQUECETUBA (MARENGO);;COMUM               ;RADIAL;"18,106";"19,584";ÔNIBUS URBANO;8;8;5;5;4;4;52;54;36;37;29;30;140;65;65
RMSP;ÁREA 4             ;367;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"4,9";18/07/2020;SUZANO (JARDIM VITORIA);MOGI DAS CRUZES (CONDOMINIO ARUA);MOGI DAS CRUZES (PEDREIRA ITAPETI);COMUM               ;RADIAL;"24,018";"25,862";ÔNIBUS URBANO;2;2;2;2;2;2;16;16;13;13;10;10;150;70;70
RMSP;ÁREA 4             ;372;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"4,9";18/07/2020;SUZANO (JARDIM COLORADO);MOGI DAS CRUZES (JARDIM PIATA);MOGI DAS CRUZES (JARDIM NOVO HORIZONTE);COMUM               ;RADIAL;"21,087";"22,962";ÔNIBUS URBANO;8;8;5;5;3;3;41;42;28;28;18;19;180;85;85
RMSP;ÁREA 4             ;377;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"5,35";17/08/2020;POA (JARDIM NOVA POA);SAO PAULO (METRO CORINTHIANS-ITAQUERA);;COMUM               ;RADIAL;"25,748";"25,162";ÔNIBUS URBANO;3;3;2;2;1;1;21;21;16;16;11;11;190;90;90
RMSP;ÁREA 4             ;379;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"16,15";22/02/2020;FERRAZ DE VASCONCELOS (CENTRO);SAO PAULO (TERMINAL RODOVIARIO TIETE);;SELETIVO            ;RADIAL;"50,236";"51,922";ÔNIBUS RODOVIÁRIO;1;1;0;0;0;0;1;1;0;0;0;0;200;100;90
RMSP;ÁREA 4             ;394;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"6,4";26/01/2020;BIRITIBA MIRIM (JARDIM DOS EUCALIPTOS);MOGI DAS CRUZES (CENTRO);BIRITIBA MIRIM (JARDIM YONEDA);COMUM               ;RADIAL;"29,78";"30,71";ÔNIBUS URBANO;10;10;6;6;5;5;64;58;43;42;36;36;140;65;65
RMSP;ÁREA 4             ;405;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"5,35";18/07/2020;SUZANO (CENTRO);ITAQUAQUECETUBA (RANCHO GRANDE);ITAQUAQUECETUBA (ESTRADA DE SAO BENTO);COMUM               ;RADIAL;"23,532";"22,53";ÔNIBUS URBANO;3;3;2;2;2;2;17;18;13;12;10;10;160;75;75
RMSP;ÁREA 4             ;411;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;"7,3";08/02/2020;SANTA ISABEL (MONTE SERRAT);MOGI DAS CRUZES (TERMINAL RODOVIARIO GERALDO SCAVONE);SANTA ISABEL (CENTRO) E RODOVIA PEDRO EROLES - SP 88;COMUM               ;RADIAL;"49,143";"50,108";ÔNIBUS URBANO;6;6;3;3;3;3;25;25;14;14;13;13;210;100;100
RMSP;ÁREA 4             ;415;CONSÓRCIO UNILESTE;UNILESTE;EM OPERACAO;5;08/02/2020;SANTA ISABEL (MONTE SERRAT);GUARAREMA (CHACARA GUANABARA);SANTA ISABEL (CENTRO);COMUM               ;CIRCULAR;"35,59";0;ÔNIBUS URBANO;1;1;1;1;1;1;11;0;9;0;9;0;105;100;0
